Contract_number	Client_class
130628-144114	4.0
130710-154820	2.0
130628-161219	2.0
130628-160556	2.0
130628-111626	3.0
130628-114005	2.0
130710-103016	3.0
130628-123852	2.0
130716-154925	4.0
130628-130514	4.0
130629-104126	4.0
130706-105139	4.0
130628-145341	2.0
130628-171241	3.0
130628-173750	4.0
130628-182211	2.0
130628-194543	4.0
130628-094229	2.0
130628-101905	3.0
130628-105826	4.0
130628-105628	2.0
130628-141306	2.0
130628-174807	2.0
130628-184345	2.0
130628-130847	3.0
130628-105716	2.0
130628-104702	3.0
130628-111048	2.0
130714-092851	2.0
130628-112036	4.0
130728-131221	1.0
130628-114756	4.0
130710-171051	3.0
130723-170652	4.0
130628-121527	3.0
130628-143314	4.0
130628-174117	2.0
130628-170744	4.0
130628-175257	1.0
130628-162930	2.0
130717-120434	2.0
130628-152552	2.0
130715-175244	2.0
130730-174107	2.0
130628-151254	1.0
130711-153631	1.0
130726-113109	2.0
130628-093352	2.0
130723-143736	4.0
130628-113839	2.0
130725-163911	2.0
130628-125309	4.0
130628-140209	4.0
130628-140755	4.0
130704-150116	4.0
130720-092206	4.0
130628-153814	4.0
130716-181308	4.0
130725-172246	4.0
130628-172157	2.0
130722-163610	2.0
130628-180549	4.0
130628-184314	2.0
130710-161946	2.0
130723-134130	2.0
130628-182707	1.0
130728-174401	1.0
130628-104113	4.0
130628-105848	2.0
130709-164131	3.0
130628-114323	4.0
130628-112734	4.0
130628-174552	4.0
130628-135043	4.0
130712-105832	4.0
130628-140125	4.0
130628-112230	2.0
130715-131313	2.0
130628-104552	3.0
130628-123751	4.0
130628-131354	2.0
130628-145953	2.0
130628-112309	2.0
130714-131242	4.0
130727-104758	4.0
130731-182652	2.0
130628-111205	4.0
130628-112439	1.0
130713-133842	2.0
130628-164346	4.0
130710-135228	2.0
130628-164056	4.0
130711-171111	4.0
130628-172155	2.0
130629-094748	4.0
130629-141147	4.0
130711-121343	4.0
130716-170617	4.0
130721-154907	4.0
130629-131214	4.0
130629-155947	4.0
130629-184522	2.0
130629-185120	2.0
130629-102129	2.0
130714-172106	2.0
130629-114321	1.0
130629-121545	3.0
130629-164115	4.0
130629-170655	4.0
130726-091250	4.0
130629-175039	2.0
130709-182530	4.0
130629-123553	4.0
130719-141848	4.0
130629-115050	3.0
130704-140334	2.0
130718-121522	2.0
130629-115957	4.0
130629-111533	4.0
130703-135845	4.0
130629-102730	4.0
130629-102016	1.0
130629-122849	4.0
130629-131132	4.0
130629-141910	2.0
130629-151317	1.0
130715-091803	1.0
130629-164707	1.0
130719-105035	1.0
130629-130801	4.0
130706-104958	4.0
130730-174921	4.0
130629-170138	4.0
130629-105840	1.0
130716-113029	1.0
130629-112958	4.0
130724-121806	4.0
130629-130518	4.0
130629-130218	4.0
130629-145408	2.0
130629-193036	2.0
130629-181109	2.0
130629-100804	4.0
130629-121204	1.0
130629-112841	4.0
130629-115629	2.0
130629-121625	4.0
130708-102052	4.0
130629-122246	4.0
130712-131855	4.0
130629-140140	4.0
130629-164248	3.0
130721-142550	2.0
130629-163352	4.0
130629-165624	4.0
130717-143629	4.0
130629-184555	4.0
130629-102802	4.0
130629-102358	4.0
130629-105125	4.0
130629-111632	1.0
130730-115104	1.0
130629-113637	2.0
130629-154605	3.0
130727-141532	4.0
130629-123051	2.0
130720-094657	2.0
130729-184604	4.0
130629-122839	4.0
130713-165826	4.0
130728-154302	4.0
130629-124127	4.0
130629-191901	4.0
130629-150608	4.0
130629-164230	4.0
130710-165653	4.0
130629-171055	1.0
130710-190311	2.0
130629-102349	1.0
130717-101637	3.0
130629-101429	1.0
130629-103613	4.0
130629-105303	3.0
130629-114420	2.0
130629-140348	2.0
130629-144155	4.0
130629-155048	1.0
130629-094641	3.0
130629-124911	4.0
130730-111332	2.0
130629-152435	4.0
130629-102220	2.0
130629-103833	1.0
130629-130128	4.0
130629-122604	2.0
130725-104423	2.0
130629-132416	2.0
130629-152142	3.0
130629-153948	2.0
130714-153729	2.0
130723-151356	2.0
130629-163603	1.0
130629-162423	2.0
130630-105418	2.0
130727-122409	4.0
130630-110816	4.0
130630-113427	4.0
130630-124952	4.0
130630-125337	4.0
130717-160049	4.0
130630-125849	4.0
130630-143450	2.0
130630-150000	2.0
130630-165725	4.0
130708-104559	4.0
130630-190325	2.0
130630-140421	2.0
130726-093641	2.0
130630-101346	3.0
130630-115958	3.0
130731-102127	4.0
130630-120632	3.0
130716-092000	4.0
130630-125211	2.0
130703-081255	2.0
130630-113838	3.0
130630-145941	4.0
130630-160523	4.0
130630-185109	4.0
130630-103839	2.0
130630-132634	4.0
130716-142357	4.0
130630-174142	2.0
130630-153023	4.0
130630-153428	4.0
130630-162726	4.0
130630-183207	2.0
130630-151251	4.0
130704-161538	4.0
130630-131737	4.0
130728-110544	4.0
130630-135256	2.0
130713-140959	4.0
130630-104517	2.0
130713-140625	3.0
130630-092630	1.0
130630-114053	2.0
130630-115118	2.0
130708-134806	2.0
130630-135240	2.0
130715-185326	4.0
130630-140851	2.0
130707-102237	4.0
130630-152214	1.0
130630-151944	4.0
130630-173413	4.0
130630-185652	2.0
130718-101957	2.0
130630-104607	2.0
130630-104315	2.0
130630-114106	4.0
130709-173143	4.0
130723-165637	4.0
130630-123429	4.0
130713-173951	4.0
130630-191810	1.0
130630-140029	2.0
130719-091949	1.0
130731-120151	2.0
130630-163203	2.0
130709-161146	2.0
130731-160652	2.0
130630-170713	4.0
130713-164846	4.0
130630-184405	2.0
130710-131901	4.0
130724-115334	4.0
130630-181453	4.0
130712-183710	4.0
130630-182723	1.0
130630-201459	2.0
130630-101025	4.0
130725-130830	4.0
130630-114957	2.0
130728-115944	4.0
130630-125313	4.0
130630-125103	4.0
130713-111127	4.0
130630-141112	4.0
130728-143221	4.0
130630-141619	2.0
130630-144658	2.0
130712-171514	2.0
130728-103436	2.0
130630-145917	4.0
130630-103308	1.0
130701-175344	4.0
130701-100024	3.0
130701-101146	1.0
130728-153317	2.0
130701-113859	2.0
130701-162655	4.0
130701-120209	2.0
130714-093203	3.0
130701-120635	4.0
130715-162756	4.0
130701-154314	4.0
130724-123415	4.0
130729-130104	4.0
130701-144358	4.0
130701-163058	4.0
130701-164848	4.0
130722-131830	2.0
130701-161600	2.0
130701-191627	2.0
130701-112342	1.0
130701-132311	4.0
130701-163024	4.0
130701-183536	2.0
130701-182505	3.0
130701-100058	1.0
130701-104038	4.0
130701-103610	2.0
130701-110445	2.0
130701-120642	3.0
130727-104623	2.0
130701-125011	4.0
130701-122526	2.0
130701-123418	2.0
130707-101857	2.0
130701-131539	4.0
130713-130721	2.0
130718-090300	4.0
130701-142637	1.0
130701-143449	4.0
130701-141259	2.0
130705-184712	2.0
130701-145630	4.0
130701-163803	2.0
130730-160538	3.0
130701-174001	3.0
130701-122234	4.0
130701-124427	4.0
130701-134013	3.0
130701-153048	4.0
130701-162114	3.0
130701-174033	4.0
130701-182911	2.0
130701-095209	2.0
130701-102950	2.0
130708-162818	2.0
130725-112252	2.0
130701-103238	2.0
130721-102001	3.0
130701-104613	2.0
130731-171951	3.0
130701-113641	2.0
130701-111138	2.0
130701-131852	4.0
130701-112925	2.0
130701-114020	4.0
130701-125331	2.0
130701-150809	2.0
130720-112653	2.0
130727-152931	2.0
130701-163305	4.0
130707-143425	4.0
130701-183941	4.0
130701-191340	2.0
130713-184800	2.0
130728-180130	2.0
130701-111951	3.0
130701-100826	3.0
130715-160904	3.0
130701-105745	4.0
130701-095757	3.0
130701-095105	2.0
130701-095448	4.0
130716-140834	4.0
130701-103828	4.0
130701-103100	1.0
130727-093549	2.0
130701-122826	3.0
130729-114038	3.0
130701-114017	1.0
130701-114414	4.0
130715-154149	4.0
130701-132902	4.0
130701-140420	4.0
130701-154557	4.0
130701-143301	2.0
130701-162057	4.0
130701-154808	1.0
130711-104544	2.0
130730-161039	1.0
130701-133312	4.0
130701-164545	2.0
130701-104719	4.0
130701-115356	3.0
130701-124045	3.0
130729-120200	3.0
130701-134318	4.0
130730-163033	4.0
130701-131428	4.0
130701-142330	4.0
130701-135328	4.0
130701-145214	1.0
130722-110930	1.0
130726-091324	2.0
130701-181926	4.0
130701-180234	4.0
130701-180604	2.0
130701-164056	2.0
130720-104520	4.0
130701-104125	4.0
130718-173936	4.0
130701-104502	4.0
130701-112309	4.0
130701-161921	4.0
130701-123001	3.0
130726-100553	3.0
130701-125218	4.0
130708-172045	4.0
130717-093702	4.0
130701-150311	4.0
130701-152548	2.0
130713-131228	4.0
130701-160657	2.0
130721-114437	3.0
130726-184719	3.0
130701-174103	4.0
130715-171246	2.0
130725-170046	3.0
130701-172015	4.0
130730-172502	4.0
130702-101154	2.0
130710-104924	2.0
130702-113442	4.0
130702-131338	4.0
130702-131313	4.0
130702-134716	4.0
130702-165706	4.0
130702-144013	4.0
130702-155410	2.0
130726-110506	4.0
130702-160947	4.0
130702-163034	4.0
130702-191427	2.0
130712-172915	2.0
130731-184554	2.0
130702-173712	2.0
130719-105445	2.0
130702-102635	3.0
130702-094435	4.0
130702-113435	2.0
130712-120909	2.0
130702-114442	2.0
130702-125428	4.0
130702-135841	4.0
130702-142918	3.0
130702-142742	4.0
130702-150555	3.0
130702-153050	4.0
130713-131942	4.0
130702-163735	1.0
130706-132615	4.0
130702-102203	2.0
130718-104859	3.0
130702-105143	1.0
130731-160350	2.0
130702-110040	2.0
130713-112256	4.0
130702-110757	4.0
130702-110030	2.0
130702-122041	4.0
130702-122550	2.0
130702-122412	4.0
130702-123419	4.0
130702-124820	2.0
130702-134113	4.0
130702-144231	4.0
130702-145210	4.0
130702-150953	4.0
130702-152500	4.0
130702-161102	3.0
130702-165240	4.0
130702-165648	2.0
130702-172508	4.0
130702-171900	4.0
130716-110500	4.0
130725-174150	4.0
130702-164852	4.0
130702-101805	2.0
130702-101131	4.0
130702-104311	2.0
130717-151513	2.0
130702-120606	4.0
130702-112629	4.0
130702-130851	2.0
130702-154846	4.0
130702-154608	4.0
130702-161835	3.0
130702-165610	3.0
130702-190501	4.0
130702-105845	2.0
130702-164241	2.0
130715-115648	3.0
130702-171207	4.0
130702-122800	2.0
130730-090633	2.0
130702-135313	4.0
130702-180618	4.0
130702-182949	4.0
130702-164658	4.0
130702-103241	4.0
130708-170212	4.0
130702-103856	4.0
130702-104703	4.0
130717-092536	4.0
130702-130058	3.0
130702-115405	4.0
130702-112638	4.0
130702-120736	4.0
130702-131408	4.0
130702-134624	2.0
130702-135632	4.0
130702-160214	4.0
130702-161020	4.0
130702-165102	4.0
130702-175338	2.0
130702-102346	2.0
130702-150250	4.0
130717-091922	4.0
130702-104714	2.0
130717-092432	4.0
130702-112151	1.0
130729-121257	2.0
130702-130456	4.0
130702-133423	2.0
130702-143031	4.0
130702-145836	4.0
130702-113314	4.0
130702-150223	4.0
130702-163439	4.0
130712-172017	2.0
130714-172946	4.0
130725-091455	4.0
130702-132018	4.0
130718-103943	4.0
130702-171451	2.0
130702-174024	4.0
130702-192410	4.0
130709-180957	4.0
130712-165926	4.0
130724-120941	4.0
130702-193524	4.0
130702-112727	4.0
130702-122757	4.0
130702-130205	2.0
130702-141632	2.0
130702-154408	4.0
130715-181728	4.0
130702-160137	2.0
130729-102234	4.0
130702-165848	4.0
130702-173747	4.0
130702-111611	2.0
130702-141909	2.0
130703-093932	1.0
130714-143648	3.0
130717-145916	3.0
130703-182044	2.0
130703-101333	2.0
130723-125931	2.0
130703-103719	4.0
130703-105930	4.0
130731-101204	4.0
130703-113232	1.0
130703-120901	4.0
130703-134425	4.0
130716-111218	4.0
130722-112148	4.0
130724-120806	4.0
130703-153340	1.0
130703-172339	4.0
130726-113143	4.0
130703-175645	4.0
130703-115013	4.0
130730-171813	3.0
130703-160119	4.0
130716-144956	4.0
130726-144049	3.0
130703-104349	4.0
130703-111147	4.0
130703-125834	4.0
130730-093116	4.0
130703-134502	4.0
130718-170104	4.0
130703-154925	4.0
130703-163402	4.0
130703-164539	2.0
130731-184256	4.0
130703-140123	4.0
130703-141323	4.0
130703-192052	3.0
130703-145019	3.0
130731-104005	3.0
130703-112005	3.0
130703-111539	4.0
130703-111028	4.0
130703-130254	2.0
130703-140608	4.0
130703-151743	4.0
130703-161148	2.0
130703-161415	2.0
130703-094413	4.0
130703-094429	4.0
130703-105708	4.0
130717-101010	4.0
130703-111940	2.0
130703-134835	4.0
130703-140129	4.0
130703-150355	4.0
130703-153414	3.0
130716-151252	4.0
130703-192940	4.0
130703-160838	2.0
130703-114055	1.0
130703-103847	4.0
130703-105253	3.0
130703-122431	2.0
130709-145501	3.0
130703-135422	2.0
130703-143101	4.0
130725-145236	4.0
130703-142748	3.0
130703-143944	3.0
130703-153150	4.0
130703-153953	4.0
130703-162315	4.0
130703-160222	3.0
130703-173632	2.0
130703-174517	2.0
130703-174223	3.0
130703-181420	4.0
130709-155349	2.0
130731-173010	2.0
130703-130404	1.0
130710-091536	2.0
130703-105612	2.0
130703-121522	4.0
130710-100140	4.0
130703-094232	2.0
130703-104741	4.0
130703-113658	2.0
130703-123644	4.0
130729-103245	4.0
130703-121838	4.0
130703-121942	2.0
130719-092553	2.0
130703-123206	1.0
130703-140156	4.0
130703-132815	1.0
130708-155233	2.0
130703-150712	3.0
130703-165019	4.0
130703-164652	1.0
130728-170036	1.0
130703-174308	4.0
130703-182740	2.0
130714-131142	2.0
130703-183125	4.0
130703-181720	1.0
130703-092647	2.0
130703-104144	4.0
130703-110713	4.0
130703-113411	4.0
130703-115646	4.0
130703-105012	4.0
130710-093808	4.0
130715-091821	4.0
130731-160102	4.0
130703-133239	4.0
130703-133536	4.0
130703-135051	4.0
130703-141524	4.0
130711-142111	4.0
130703-142813	4.0
130725-092601	4.0
130703-145949	1.0
130713-145223	2.0
130730-152135	1.0
130703-104645	3.0
130703-115637	4.0
130703-112448	3.0
130703-123912	4.0
130703-132627	2.0
130708-152405	4.0
130703-160453	4.0
130703-155444	4.0
130715-094942	4.0
130725-111948	4.0
130703-172109	4.0
130703-170250	4.0
130704-114522	4.0
130704-123411	3.0
130704-163641	4.0
130704-151637	4.0
130718-100112	2.0
130724-100850	4.0
130704-145430	2.0
130730-111650	2.0
130704-151835	4.0
130722-142445	4.0
130704-151432	1.0
130704-151142	4.0
130731-090601	4.0
130704-162128	4.0
130704-170323	4.0
130711-122841	4.0
130704-102126	1.0
130704-163555	2.0
130704-110600	4.0
130709-102221	4.0
130729-111100	4.0
130704-101408	2.0
130716-095936	4.0
130704-111319	4.0
130704-103313	3.0
130704-154106	4.0
130704-111131	1.0
130704-135909	2.0
130704-142807	2.0
130723-114748	1.0
130704-153804	4.0
130704-152816	4.0
130704-154853	4.0
130704-154550	2.0
130704-165631	4.0
130704-191507	2.0
130731-182946	2.0
130704-182802	4.0
130704-124939	2.0
130704-133231	4.0
130704-144436	2.0
130716-124940	3.0
130704-130633	4.0
130704-133453	4.0
130704-140439	4.0
130704-142732	2.0
130704-150839	4.0
130704-182405	4.0
130704-101932	1.0
130704-121625	4.0
130704-103358	4.0
130704-125150	3.0
130720-110303	3.0
130704-113626	4.0
130704-120252	2.0
130719-163641	4.0
130704-131204	1.0
130708-112818	2.0
130723-125705	3.0
130704-151224	4.0
130704-160054	4.0
130704-104027	3.0
130704-175826	1.0
130704-120540	4.0
130704-141042	2.0
130704-145854	2.0
130704-152153	4.0
130704-144622	1.0
130704-152745	1.0
130723-171106	1.0
130704-184132	4.0
130704-101031	4.0
130704-103012	4.0
130704-104144	2.0
130710-162326	4.0
130704-110004	2.0
130719-105743	2.0
130704-111021	2.0
130704-115756	4.0
130704-114050	3.0
130718-121229	4.0
130704-130554	4.0
130704-124024	1.0
130727-090857	4.0
130704-125057	4.0
130704-134057	1.0
130704-144652	2.0
130704-152034	2.0
130727-100942	2.0
130704-152900	4.0
130715-141723	4.0
130727-143037	4.0
130704-152930	2.0
130704-182153	1.0
130731-163401	1.0
130704-183935	4.0
130704-181017	2.0
130718-173624	2.0
130704-112144	3.0
130704-173923	3.0
130717-125550	4.0
130704-102138	4.0
130704-101904	4.0
130704-114447	4.0
130704-120621	2.0
130704-124212	1.0
130704-161025	4.0
130704-164852	3.0
130719-133902	2.0
130704-170251	1.0
130704-172112	2.0
130714-154014	2.0
130722-160716	2.0
130704-175550	4.0
130718-171934	4.0
130704-125943	2.0
130719-103821	3.0
130704-111930	4.0
130724-134410	4.0
130704-094456	3.0
130704-104317	2.0
130704-100735	2.0
130704-104759	4.0
130704-131552	2.0
130704-143909	4.0
130704-155605	4.0
130717-144940	4.0
130704-183515	4.0
130704-192823	2.0
130704-173511	4.0
130704-182801	1.0
130704-134154	1.0
130728-170901	2.0
130705-110457	1.0
130705-104303	2.0
130705-114448	4.0
130723-091556	4.0
130705-142640	4.0
130715-132413	3.0
130705-130110	4.0
130722-133624	2.0
130705-154236	4.0
130705-172713	4.0
130705-184105	4.0
130705-151341	4.0
130722-135905	4.0
130705-175421	4.0
130705-115835	4.0
130727-132620	4.0
130730-120021	4.0
130705-122531	2.0
130705-173236	4.0
130705-151243	2.0
130705-143642	1.0
130705-105838	4.0
130705-112740	2.0
130705-114517	4.0
130705-113309	3.0
130705-131808	4.0
130705-182357	3.0
130705-154347	3.0
130705-103927	2.0
130705-132054	4.0
130705-114153	4.0
130705-104403	4.0
130705-113749	4.0
130705-135356	2.0
130705-093640	4.0
130705-120854	4.0
130705-171741	2.0
130705-170824	4.0
130705-095648	4.0
130705-094124	2.0
130705-104136	4.0
130705-112804	2.0
130721-093126	2.0
130728-123636	3.0
130729-095417	4.0
130705-122621	4.0
130705-131619	4.0
130705-112945	4.0
130705-174052	2.0
130705-095026	2.0
130730-133240	2.0
130705-101235	4.0
130705-105506	2.0
130705-111112	1.0
130727-160553	1.0
130705-145850	3.0
130705-152257	4.0
130714-173945	4.0
130705-173613	2.0
130705-174505	4.0
130705-105719	1.0
130705-100349	1.0
130705-102248	4.0
130730-091936	4.0
130705-112934	2.0
130705-121813	1.0
130705-132403	4.0
130705-135116	3.0
130705-134232	4.0
130712-103622	4.0
130705-145933	4.0
130705-153957	4.0
130705-183255	4.0
130705-140858	1.0
130729-094427	2.0
130705-110253	4.0
130729-180947	4.0
130705-112314	2.0
130705-133424	2.0
130712-100331	3.0
130705-133231	4.0
130705-143630	4.0
130705-152250	4.0
130705-171205	4.0
130705-173708	2.0
130718-160226	2.0
130706-102624	4.0
130719-175202	4.0
130706-104853	2.0
130706-125301	4.0
130717-113637	4.0
130706-133207	4.0
130730-110544	4.0
130706-160410	1.0
130706-102258	4.0
130725-165032	4.0
130706-143220	4.0
130706-140402	2.0
130727-132748	4.0
130706-132220	4.0
130706-105630	2.0
130706-093920	4.0
130725-181703	4.0
130706-111003	4.0
130706-111639	2.0
130706-115706	2.0
130730-115937	1.0
130706-112243	2.0
130726-185956	2.0
130706-144815	4.0
130706-113016	3.0
130706-103707	2.0
130721-112456	2.0
130706-101700	2.0
130706-114952	2.0
130706-173349	4.0
130706-121745	4.0
130727-094509	4.0
130706-113432	2.0
130727-122914	2.0
130706-124815	2.0
130731-172448	2.0
130706-123314	2.0
130706-133514	4.0
130706-145422	3.0
130706-172908	2.0
130718-181116	3.0
130706-111417	4.0
130721-100134	4.0
130706-123842	4.0
130706-162119	4.0
130706-180845	3.0
130706-190214	2.0
130706-100219	4.0
130729-114602	2.0
130706-101608	1.0
130722-155917	1.0
130729-163756	1.0
130706-162804	2.0
130724-162357	2.0
130706-121730	2.0
130706-183638	4.0
130706-182726	4.0
130706-164743	1.0
130706-171041	4.0
130706-143303	4.0
130706-134608	4.0
130706-171427	2.0
130706-113312	4.0
130707-114816	2.0
130722-160628	2.0
130707-131846	4.0
130707-143535	1.0
130711-112612	1.0
130726-114758	2.0
130707-163036	4.0
130719-184711	4.0
130707-185013	4.0
130714-183720	2.0
130707-134931	3.0
130707-175706	2.0
130724-175213	2.0
130707-120703	4.0
130707-141930	2.0
130707-174844	2.0
130707-155603	4.0
130707-184947	2.0
130707-114416	4.0
130707-123052	2.0
130717-173549	4.0
130707-135013	4.0
130707-145337	4.0
130723-182933	3.0
130707-153213	2.0
130707-162547	4.0
130708-133253	4.0
130708-123217	2.0
130724-160057	2.0
130708-122131	4.0
130708-125659	4.0
130708-160610	3.0
130708-141438	4.0
130721-133926	4.0
130708-134813	2.0
130708-145905	4.0
130708-150914	3.0
130708-094129	2.0
130708-140446	4.0
130708-154242	4.0
130708-155138	4.0
130722-130510	4.0
130708-174505	4.0
130708-185200	1.0
130708-131018	4.0
130708-110619	4.0
130708-113701	2.0
130708-112715	4.0
130708-111651	2.0
130708-142038	4.0
130708-140508	2.0
130731-130818	3.0
130708-140755	3.0
130712-125419	3.0
130708-163230	4.0
130708-171655	4.0
130708-175720	4.0
130708-145355	4.0
130719-091113	2.0
130708-183036	2.0
130718-123404	4.0
130708-173253	3.0
130718-184724	3.0
130708-170900	2.0
130708-124929	2.0
130708-135845	4.0
130708-112704	4.0
130708-154519	2.0
130717-120504	2.0
130708-183017	4.0
130708-102953	4.0
130708-103916	4.0
130708-110158	4.0
130708-123407	4.0
130720-184631	4.0
130708-125337	1.0
130718-090949	1.0
130730-085917	4.0
130708-131517	4.0
130708-133252	4.0
130723-123411	4.0
130708-125107	4.0
130708-134804	4.0
130708-141636	2.0
130708-151634	4.0
130708-161134	4.0
130708-170859	4.0
130730-140632	2.0
130708-105626	4.0
130713-140708	4.0
130708-141228	3.0
130708-145239	3.0
130729-142412	4.0
130708-153908	4.0
130731-145217	4.0
130708-160052	2.0
130708-163423	2.0
130712-182902	3.0
130716-184407	4.0
130708-165836	1.0
130708-150057	4.0
130708-171627	4.0
130708-173715	3.0
130708-175600	4.0
130708-184229	4.0
130708-182839	2.0
130708-101657	3.0
130708-102728	3.0
130728-115337	4.0
130708-110547	4.0
130708-120841	4.0
130708-120244	2.0
130708-150437	2.0
130708-160613	4.0
130720-173525	4.0
130708-182734	4.0
130708-194420	4.0
130708-170855	4.0
130708-171459	2.0
130710-105449	3.0
130726-125628	4.0
130708-183028	4.0
130708-104511	2.0
130708-104118	2.0
130708-111110	3.0
130708-111019	2.0
130708-151203	4.0
130708-113906	4.0
130724-131208	4.0
130708-160330	3.0
130708-164916	2.0
130723-172517	2.0
130729-172342	2.0
130708-165927	4.0
130708-172649	3.0
130717-144306	3.0
130708-185311	4.0
130708-103743	4.0
130723-105325	4.0
130708-102043	2.0
130730-103602	2.0
130708-172752	4.0
130709-133139	4.0
130709-101708	4.0
130709-100624	4.0
130709-100436	2.0
130723-113704	3.0
130709-102815	2.0
130709-115935	4.0
130709-122752	4.0
130709-181857	4.0
130709-142124	2.0
130709-112740	4.0
130709-123406	3.0
130709-143844	4.0
130709-173842	2.0
130709-100623	4.0
130709-105545	4.0
130709-111022	2.0
130709-111431	2.0
130723-140013	4.0
130709-121040	4.0
130709-115529	2.0
130709-125644	4.0
130709-133528	4.0
130709-133806	4.0
130712-091600	4.0
130709-160135	2.0
130709-163817	2.0
130709-182927	4.0
130709-175035	3.0
130709-112308	4.0
130709-135614	2.0
130709-104115	2.0
130709-110340	2.0
130723-115233	3.0
130709-091721	2.0
130722-153116	2.0
130709-112324	4.0
130709-120052	4.0
130709-132731	2.0
130709-150311	4.0
130709-132120	4.0
130709-122339	2.0
130709-141526	2.0
130723-103119	3.0
130709-141706	4.0
130718-163704	4.0
130730-104201	4.0
130709-184527	2.0
130709-105658	2.0
130725-160031	2.0
130709-180527	4.0
130718-190038	4.0
130724-184414	4.0
130709-112727	4.0
130722-152901	4.0
130709-121839	4.0
130709-125842	3.0
130715-142947	4.0
130721-140039	4.0
130725-152249	3.0
130709-140540	4.0
130709-153320	2.0
130709-155842	3.0
130727-141302	3.0
130709-121404	4.0
130722-112755	4.0
130709-183442	4.0
130709-113507	2.0
130729-110238	3.0
130709-145400	4.0
130709-130942	4.0
130709-130741	4.0
130709-134114	2.0
130709-120407	2.0
130709-120452	4.0
130709-185901	4.0
130709-124151	3.0
130723-170246	4.0
130709-144543	4.0
130730-175428	4.0
130709-155116	4.0
130709-164404	2.0
130725-103544	2.0
130709-172245	2.0
130713-182600	1.0
130729-185448	1.0
130709-182406	4.0
130729-173815	4.0
130709-193134	4.0
130709-104603	4.0
130709-121756	2.0
130709-102930	2.0
130709-111146	2.0
130709-120809	2.0
130724-101852	2.0
130709-151850	4.0
130709-152031	4.0
130709-172204	4.0
130709-173337	4.0
130709-171536	4.0
130709-175114	1.0
130709-184414	3.0
130722-132050	3.0
130709-111655	4.0
130727-141533	2.0
130709-090732	4.0
130709-110938	3.0
130709-100253	2.0
130709-115547	3.0
130709-115217	3.0
130709-140123	2.0
130728-190614	2.0
130709-133555	4.0
130709-135233	2.0
130709-151700	4.0
130722-105439	4.0
130709-171051	3.0
130709-180408	4.0
130710-104753	4.0
130710-132450	4.0
130710-120250	3.0
130710-125533	4.0
130710-135936	4.0
130710-153418	4.0
130710-165902	4.0
130710-170214	2.0
130710-190704	4.0
130710-093029	3.0
130710-103854	4.0
130710-170337	2.0
130710-141703	4.0
130710-110954	4.0
130710-150454	1.0
130710-112617	3.0
130710-114133	3.0
130726-110838	3.0
130710-165429	2.0
130723-090649	4.0
130710-154054	2.0
130710-170823	4.0
130710-174755	2.0
130710-185547	4.0
130710-185753	2.0
130710-181108	2.0
130710-133141	2.0
130710-121855	3.0
130710-150444	4.0
130710-101453	4.0
130710-151903	3.0
130710-145433	1.0
130710-152203	4.0
130725-122444	4.0
130710-164321	3.0
130730-175453	2.0
130710-181852	1.0
130710-144409	3.0
130710-155548	2.0
130710-134651	3.0
130710-142051	1.0
130710-151340	4.0
130722-153018	4.0
130710-151712	4.0
130710-154803	4.0
130710-153839	4.0
130710-175014	4.0
130710-181742	4.0
130710-140541	1.0
130724-144825	2.0
130710-094713	4.0
130710-094408	2.0
130710-131356	2.0
130710-120945	4.0
130722-141336	4.0
130710-131110	2.0
130710-144137	4.0
130710-174717	4.0
130710-170934	4.0
130715-162849	4.0
130710-104618	2.0
130722-122422	4.0
130710-145845	4.0
130710-154611	4.0
130710-163530	4.0
130710-173305	4.0
130710-121001	4.0
130710-120808	4.0
130713-120144	4.0
130710-135408	3.0
130710-135928	4.0
130710-190554	4.0
130726-092301	4.0
130710-144001	3.0
130710-151629	4.0
130710-172209	1.0
130724-163125	2.0
130710-184601	3.0
130710-183738	4.0
130710-112440	2.0
130724-104732	2.0
130710-095950	4.0
130710-102347	4.0
130719-102713	3.0
130710-131202	4.0
130710-125336	4.0
130710-133051	3.0
130710-154937	1.0
130710-164229	2.0
130727-163147	2.0
130710-164905	1.0
130731-102101	1.0
130710-174236	4.0
130710-175857	4.0
130722-181307	3.0
130710-164818	4.0
130710-141102	4.0
130711-104340	1.0
130711-112638	4.0
130711-125611	1.0
130711-132209	2.0
130711-133934	4.0
130711-151929	1.0
130711-131437	4.0
130711-162911	4.0
130711-164710	4.0
130730-105426	4.0
130711-092309	4.0
130711-160012	2.0
130719-172612	3.0
130711-111201	4.0
130711-131411	4.0
130711-140954	2.0
130728-130717	2.0
130711-144144	4.0
130711-152245	4.0
130711-163829	3.0
130711-102513	1.0
130719-153401	2.0
130711-173832	4.0
130711-161429	1.0
130725-091904	1.0
130711-190805	4.0
130711-112349	1.0
130711-114851	4.0
130711-130526	2.0
130711-145531	3.0
130711-150049	4.0
130711-174333	4.0
130711-135457	4.0
130716-151034	4.0
130711-160111	4.0
130711-165844	4.0
130711-113855	4.0
130711-115015	2.0
130711-144702	4.0
130711-174314	2.0
130711-131707	2.0
130711-140312	4.0
130711-160720	4.0
130711-164104	4.0
130711-180357	2.0
130711-182617	4.0
130711-123416	2.0
130711-124928	3.0
130711-124922	4.0
130729-134932	4.0
130711-110619	4.0
130727-141501	2.0
130711-100415	1.0
130725-121300	2.0
130711-114145	2.0
